code	product_name	brands	brands_tags	categories_en	labels_en	product_quantity	ingredients_text	labels	image_url	serving_size	serving_quantity
51500241639.0	Extra Crunchy Peanut Butter	Jif	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	No preservatives,Verified	793.0	roasted peanuts and sugar, molasses, fully hydrogenated rapeseed oil, fully hydrogenated soybean oil, mono and diglycerides, salt	No preservatives, Verified	https://images.openfoodfacts.org/images/products/005/150/024/1639/front_en.11.400.jpg	1 serving (33 g)	33.0
51500241714.0	All vegetable shortening	J.M. Smucker Company,Crisco	j-m-smucker-company,crisco	Shortening	No gluten	2721.55422	SOYBEAN OIL, FULLY HYDROGENATED PALM OIL, PALM OIL, MONO AND DIGLYCERIDES, TBHQ AND CITRIC ACID (ANTIOXIDANTS).	No gluten	https://images.openfoodfacts.org/images/products/005/150/024/1714/front_en.14.400.jpg	12g	12.0
51500241776.0	JIF Creamy Peanut Butter	Jif	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	No preservatives	793.7866475	roasted peanuts and sugar, molasses, fully hydrogenated rapeseed oil, fully hydrogenated soybean oil, mono and diglycerides, salt	No preservatives	https://images.openfoodfacts.org/images/products/005/150/024/1776/front_en.7.400.jpg	2 tbsp (33 g)	33.0
51500243077.0	Natural Creamy Peanut Butter	J.M. Smucker Company,JIF	j-m-smucker-company,jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters	Low or no Sodium,No GMOs,High in calcium,Low Sodium,No cholesterol,No Trans Fat,Non GMO project,High-carbs,High-fat-total,High-potassium,High-sodium,High-sugar-total	43.0	MADE FROM PEANUTS, SUGAR, PALM OIL, CONTAINS 2% OR LESS OF: SALT, MOLASSES.	High in calcium, No cholesterol, No Trans Fat, High carbs, High fat total, High potassium, High sodium, High sugar total, en:low-sodium, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/150/024/3077/front_en.20.400.jpg	43g	43.0
51500243213.0	Natural Creamy Peanut Butter	JIF	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Breakfasts,Spreads,Nuts and their products,Plant-based spreads,Sweet spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	No GMOs,Source of proteins,High proteins,No Trans Fat,Non GMO project,High-potassium,High-saturated-fats,High-sodiumlevel,Low-cholesterol	1133.980925	peanuts, sugar, palm oil, contains 2% or less of salt, molasses.	high sodiumlevel,high saturated fats,low cholesterol,no trans fats,high potassium,High proteins, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/150/024/3213/front_en.52.400.jpg	2 tbsp (33 g)	33.0
51500243220.0	Natural Creamy Peanut Butter	JIF	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	Low or no Sodium,No GMOs,Low Sodium,Non GMO project	793.0	made from _peanuts_, sugar, palm oil, contains 2% or less of: salt, molasses,	en:low-sodium, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/150/024/3220/front_en.3.400.jpg	0.33 cup (90.68 g)	90.68
51500245729.0	Natural Creamy Peanut Butter	JIF	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters	No gluten,No GMOs,Non GMO project	368.543800625	peanuts, sugar, palm oil, contains 2% or less of salt, molasses.	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/150/024/5729/front_en.13.400.jpg	2 tbsp (33 g)	33.0
51500247051.0	Creamy Peanut Butter	Jif	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters	No gluten	2721.55422	roasted peanuts, sugar, contains 2% or less of: molasses, fully hydrogenated vegetable oils (rapeseed and soybean), mono and diglycerides, salt.	No gluten	https://images.openfoodfacts.org/images/products/005/150/024/7051/front_en.3.400.jpg	33g	33.0
51500253625.0	Crisco Pure Vegetable Oil	crisco,J.M. Smucker Company	crisco,j-m-smucker-company	Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils	Low or no sugar,No gluten,Omega-3,High in Omega 3,No cholesterol,No sugar,No Trans Fat	1440.0	SOYBEAN OIL.	Low or no sugar, No gluten, Omega-3, High in Omega 3, No cholesterol, No sugar, No Trans Fat	https://images.openfoodfacts.org/images/products/005/150/025/3625/front_en.14.400.jpg	1 Tbsp (14g)	14.0
51500255162.0	Jif peanut butter	Jif	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Breakfasts,Spreads,Nuts and their products,Plant-based spreads,Sweet spreads,Oilseed purees,Legume butters,fr:Pâtes à tartiner,Nut butters,Peanut butters,Creamy-peanut-butter	No gluten	454.0	roasted peanuts and sugar, molasses, fully hydrogenated rapeseed oil, fully hydrogenated soybean oil, mono and diglycerides, salt	No gluten	https://images.openfoodfacts.org/images/products/005/150/025/5162/front_en.51.400.jpg	2 Tbsp (33 g)	33.0
51500255278.0	Creamy Peanut Butter	Jif	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	No preservatives	439.4176084375	roasted peanuts, fully hydrogenated vegetable oils (rapeseed and soybean), mono and diglycerides, molasses, sugar, salt	No preservatives	https://images.openfoodfacts.org/images/products/005/150/025/5278/front_en.18.400.jpg	2 tbsp (32 g)	32.0
51500255483.0	Blend oil	Crisco	crisco	Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Mixed vegetable oils	Omega-3	1410.0	canola oil, sunflower oil, soybean oil	Omega-3	https://images.openfoodfacts.org/images/products/005/150/025/5483/front_en.8.400.jpg	14 g	14.0
51500255650.0	Natural Creamy Peanut Butter	JIF,J.M. Smucker Company	jif,j-m-smucker-company	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Breakfasts,Spreads,Nuts and their products,Plant-based spreads,Sweet spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	Low or no Sodium,No GMOs,Low Sodium,No cholesterol,No Trans Fat,Non GMO project,High-fat-total,High-potassium,High-sodiumlevel,Low-carbs	453.59237	% DV* Amount/Serving Amount/Serving % DV O Total Fat 16g 20% Total Carb 8g 3% 17% Sat Fat 3.5g Fiber 3g 9% Trans Fat Og Total Sugars 4g Cholest Omg 0% Incl 2g Added Sugars 4% Sodium 80mg 3% Protein 7g 7% 90 Vit D 0mcg 0% 150025565 Vit E 1mg 10% Calcium 18mg 2% Iron 1mg 4% Potas 193mg 4% Niacin 5mg 30% The % Daily Value tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice. HOR LESS OF SALT, MOLASSES. MINIMAL OIL SEPARATION DE FROM PEANUTS, SUGAR, PALM NATURAL INGREDIENTS, CKER COMPANY TUSA IS NATURAL. 0 JAN LOOK FOR THE FLAVOR SEAL CONTAINS NO PRESERVATIVES BEST IF USED NO REFRIGERATION REQUIRED THIS PACKAGE IS RECYCLABLE. HOWEVER, RECYCLING PROGRAMS FOR THIS PACKAGE MAY NOT EXIST IN YOUR AREA. 69568007 1005	No cholesterol, No Trans Fat, High fat total, High potassium, High sodiumlevel, Low carbs, en:low-sodium, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/150/025/5650/front_en.34.400.jpg	2 tbsp (33 g)	33.0
51500700167.0	Natural Peanut Butter Creamy	Adams,J.M. Smucker	adams,j-m-smucker	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	No gluten,Kosher,No GMOs,Non GMO project,Orthodox Union Kosher	453.59237	_PEANUTS_, CONTAINS 1% OR LESS OF SALT.	Kosher, No gluten, No GMOs, Orthodox Union Kosher, Non GMO project	https://images.openfoodfacts.org/images/products/005/150/070/0167/front_en.21.400.jpg	2 Tbsp (32g)	32.0
51500700204.0	Natural Peanut Butter Creamy	No Manufracturer, Adams	no-manufracturer,adams	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	No GMOs,Non GMO project	737.08760125	Peanuts, contains 1% or less of salt.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/150/070/0204/front_en.5.400.jpg	32 g (2 Tbsp)	32.0
51500710166.0	Natural Peanut Butter Crunchy	Adams	adams	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	No gluten,Kosher,No GMOs,Non GMO project,Orthodox Union Kosher	453.59237	_Peanuts_, salt	No gluten, No GMOs, Non GMO project, en:orthodox-union-kosher	https://images.openfoodfacts.org/images/products/005/150/071/0166/front_en.23.400.jpg	32 g	32.0
51500720011.0	Jif Creamy Peanut butter	Jif	jif	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters,Plant-based-foods-and-beverages-plant-based-foods-legumes-and-their-products-spreads-nuts-and-their-products-plant-based-spreads-oilseed-purees-legume-butters-nut-butters-peanut-butters	No gluten,Kosherno-glutenno-gmosorthodox-union-kosher	1133.0	made from roasted  peanuts  and sugar, contains 2 % or less of: molasses, fully hydrogenated vegetable oils (rapessed and  soybean ), mono and diglycerides, salt,	KosherNo glutenNo GMOsOrthodox Union Kosher, en:no-gluten	https://images.openfoodfacts.org/images/products/005/150/072/0011/front_en.47.400.jpg	2 tbsp (33 g)	33.0
51500720028.0	Extra Crunchy Peanut Butter	Jif,Smuckers	jif,smuckers	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters	No GMOs	454.0	roasted peanuts and sugar, molasses, fully hydrogenated rapeseed oil, fully hydrogenated soybean oil, mono and diglycerides, salt	No GMOs	https://images.openfoodfacts.org/images/products/005/150/072/0028/front_en.5.400.jpg	32 g	32.0
51500750360.0	Natural Peanut Butter Creamy	Adams 100% Natural • Naturel, Adams	adams-100-natural-naturel,adams	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters,100-natural-peanut-butter,100-natural-peanut-butter-with-salt	No GMOs,Green Dot,No added sugar,Non GMO project	1000.0	Peanuts, Salt.  _Contains: Peanuts_	No added sugar, en:green-dot, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/150/075/0360/front_en.19.400.jpg	1 Tbsp (15 g)	15.0
51651060325.0	Almond Butter Roasted Creamy	MaraNatha	maranatha	Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Nuts and their products,Plant-based spreads,Vegetable fats,Oilseed purees,Nut butters,Almond butters	No GMOs,Non GMO project	453.59237	Dry roasted almonds.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/165/106/0325/front_en.11.400.jpg	2 Tbsp (32 g)	32.0
51651092012.0	California almond butter	Maranatha	maranatha	Plant-based foods and beverages,Plant-based foods,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Nut butters,Almond butters	No GMOs,Non GMO project	453.59237	_almonds_	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/165/109/2012/front_en.15.400.jpg	32g	32.0
51651092357.0	Organic No Stir Peanut Butter Creamy	MaraNatha	maranatha	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Fats,Spreads,Nuts and their products,Plant-based spreads,Vegetable fats,Oilseed purees,Legume butters,Nut butters,Peanut butters	Organic,No GMOs,USDA Organic,Non GMO project	453.59237	Organic dry roasted peanuts, organic palm oil, organic unrefined cane sugar, sea salt	Organic, No GMOs, USDA Organic, Non GMO project	https://images.openfoodfacts.org/images/products/005/165/109/2357/front_en.18.400.jpg	2 Tbsp (32 g)	32.0
51651093682.0	No Stir Almond Butter Creamy	MaraNatha	maranatha	Plant-based foods and beverages,Plant-based foods,Snacks,Fats,Spreads,Nuts and their products,Plant-based spreads,Vegetable fats,Oilseed purees,Nut butters,Almond butters	No GMOs,Non GMO project	340.0	ALMONDS, EVAPORATED CANE SUGAR, PALM OIL, SEA SALT.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/165/109/3682/front_en.14.400.jpg	32 g	32.0
51651093866.0	All Natural No Stir Maple Almond Butter Creamy	MaraNatha	maranatha	Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats	No GMOs,Non GMO project	340.1942775	Raw almonds, maple sugar, palm oil, sea salt.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/165/109/3866/front_en.13.400.jpg	2 Tbsp (32 g)	32.0
517539.0	Organic dried mango	Trader Joe's	trader-joe-s	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Snacks,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Dried mangoes	Organic	170.09713875	Organic dried mango.	Organic	https://images.openfoodfacts.org/images/products/000/000/051/7539/front_en.18.400.jpg	1.4g	1.4
517591.0	Mushroom Medley	Trader Joe's	trader-joe-s	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Frozen foods,Frozen plant-based foods,Mushrooms and their products,Mushrooms,Frozen mushrooms	Vegetarian,Vegan	340.1942775	MUSHROOMS (CHAMPIGNONS (AGARICUS BISPORUS), OYSTER MUSHROOMS (PLEUROTUS OSTREATUS), BOLETUS (BOLETUS EDULIS), SLIPPERY JACK MUSHROOMS (SUILLUS LUTEUS)), EXTRA-VIRGIN OLIVE OIL, SUNFLOWER SEED OIL, PARSLEY, SALT, GARLIC.	Vegetarian, Vegan	https://images.openfoodfacts.org/images/products/000/000/051/7591/front_en.3.400.jpg	75 g	75.0
51824058180.0	Grape Juice	Post	post	Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Squeezed-juices,Grape juices,Red grape juices,Squeezed grape juices	No added sugar	750.0	100% grape juice	No added sugar	https://images.openfoodfacts.org/images/products/005/182/405/8180/front_en.3.400.jpg	120 ml	120.0
518574.0	Triple Ginger Brew	Trader Joe's	trader-joe-s	Beverages,Carbonated drinks,Carbonated fruit soft drink,Carbonated fruit soft drink with sugar,Sweetened beverages	Kosher,Kosher-parve	751.1669	CARBONATED WATER (WATER, CARBON DIOXIDE), CANE SUGAR, GINGER PUREE, HONEY, PINEAPPLE JUICE CONCENTRATE, LEMON JUICE CONCENTRATE, LIME JUICE CONCENTRATE, NATURAL FLAVORS, BLACK PEPPER, CARDAMOM.	en:kosher-parve	https://images.openfoodfacts.org/images/products/000/000/051/8574/front_en.39.400.jpg	1 serving (12 fl oz)	354.882
51900016011.0	Premium Smoked Ham	Land O' Frost	land-o-frost	Meats and their products,Meats,Prepared meats	No artificial flavors	453.59237	Ham cured with water, salt. less than 2% of dextrose, sodium erythorbate, sodium phosphates, sodium nitrite.	No artificial flavors	https://images.openfoodfacts.org/images/products/005/190/001/6011/front_en.8.400.jpg	4 SLICES (50 g)	50.0
51900016059.0	Premium Turkey Breast, Honey Smoked	Land O'Frost  Inc.	land-o-frost-inc	Meats and their products,Meats,Prepared meats	No artificial flavors	453.59237	Turkey breast, white turkey, water, honey, salt, less than 2% of vinegar, dextrose, modified corn starch, brown sugar, sodium erythorbate, sodium phosphates, sodium nitrite.	No artificial flavors	https://images.openfoodfacts.org/images/products/005/190/001/6059/front_en.6.400.jpg	4 slices (50 g)	50.0
51900807428.0	Black Peppered Uncured Beef	Bistro Favorites	bistro-favorites	Meats and their products,Meats,Prepared meats	No gluten,No preservatives,100% natural	170.09713875	Beef, water, salt. vinegar, black pepper, flavorings, sugar, cherry powder, citrus extract, yeast extract, celery juice powder	No gluten, No preservatives, 100% natural	https://images.openfoodfacts.org/images/products/005/190/080/7428/front_en.5.400.jpg	7 SLICES (57 g)	57.0
519328.0	Raw california Premium Walnut Halves	Trader Joe's	trader-joe-s	Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Shelled nuts	Kosher,Kosher-parve	453.59237	walnuts	en:kosher-parve	https://images.openfoodfacts.org/images/products/000/000/051/9328/front_en.9.400.jpg	28g	28.0
51933007109.0	Blackeye Peas	Wylwood	wylwood	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Legumes and their products,Legumes,Seeds,Vegetables based foods,Legume seeds,Pulses,Black-eyed peas,Dried peas,Peas,Dried-beans	No gluten,Good-source-of-fiber	453.59237	BLACKEYE PEAS	No gluten, Good source of fiber	https://images.openfoodfacts.org/images/products/005/193/300/7109/front_en.8.400.jpg	37g	37.0
51933010406.0	Golden Sweet Whole Kernel Corn	Pickwell Farms	pickwell-farms	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Cereals and potatoes,Seeds,Vegetables based foods,Canned plant-based foods,Cereals and their products,Meals,Canned vegetables,Cereal grains,Prepared vegetables,Cooked vegetables,Corn,Canned cereals,Sweet corn,Canned corn,Canned sweet corn	Low or no salt,Kosher,No added salt	432.33022765625	CORN, WATER	Low or no salt, Kosher, No added salt	https://images.openfoodfacts.org/images/products/005/193/301/0406/front_en.8.400.jpg	125g	125.0
51933012707.0	Sweet Peas	Pickwell Farms	pickwell-farms	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Legumes and their products,Canned foods,Legumes,Seeds,Vegetables based foods,Canned plant-based foods,Legume seeds,Meals,Vegetables,Canned vegetables,Pulses,Prepared vegetables,Canned legumes,Cooked vegetables,Green peas,Canned peas,Cooked garden peas,Peas	Low or no salt,Kosher,No GMOs,No added salt	425.242846875	GREEN PEAS, WATER	Low or no salt, Kosher, No GMOs, No added salt	https://images.openfoodfacts.org/images/products/005/193/301/2707/front_en.9.400.jpg	125g	125.0
51933048904.0	Diced Tomatoes	Pickwell Farms	pickwell-farms	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Vegetables,Canned vegetables,Tomatoes and their products,Tomatoes,Canned tomatoes,Diced-tomatoes	Low or no salt,Kosher,No GMOs,No added salt	411.0680853125	_TOMATOES_, _TOMATO_ JUICE, LESS THAN 2% OF: CALCIUM CHLORIDE, CITRIC ACID	Low or no salt, Kosher, No GMOs, No added salt	https://images.openfoodfacts.org/images/products/005/193/304/8904/front_en.23.400.jpg	121g	121.0
51933134829.0	Ginger evans, premium baking cocoa	Ginger Evans	ginger-evans	Cocoa and its products,Cocoa and chocolate powders,Cocoa powders,Baking-decorations	No preservatives	226.796185	Cocoa powder.	en:no-preservatives	https://images.openfoodfacts.org/images/products/005/193/313/4829/front_en.8.400.jpg	5 g (5 g)	5.0
51943051246.0	Country smoker zero sugar black pepper beef jerky	Tillamook	tillamook	Meats and their products,Meats,Dried meats,Beef jerkies	No gluten	62.368950875	BEEF, GLUTEN FREE SOY SAUCE (WATER, SOYBEANS, RICE, SALT), BEEF BROTH, FLAVORINGS, BLACK PEPPER, VINEGAR, CULTURED CELERY POWDER (CELERY POWDER, SEA SALT GRANULATED GARLIC, SALT.	No gluten	https://images.openfoodfacts.org/images/products/005/194/305/1246/front_en.6.400.jpg	1 serving (28 g)	28.0
52000042146.0	Zero Gatorate Glacier Cherry	Gatorade	gatorade	Beverages,Sweetened beverages	Natural flavors	0.0	Water, citric acid, natural flavor, sodium citrate, salt, monopotassium phosphate, modified food starch, mixed triglycerides, sucralose, glycerol ester of rosin, acesulfame potassium,	en:Natural flavors	https://images.openfoodfacts.org/images/products/005/200/004/2146/front_la.14.400.jpg	591 ml (591 ml)	591.0
52000043594.0	Gatorade	Gatorade	gatorade	Beverages,Sweetened beverages	Natural flavors	0.0	Water, citric acid, sodium citrate, salt, monopotassium phosphate, modified food starch, natural flavor, sucralose, acesulfame potassium, glycerol ester of rosin, blue 1,	en:Natural flavors	https://images.openfoodfacts.org/images/products/005/200/004/3594/front_la.5.400.jpg	1 BOTTLE (360 ml)	360.0
52066004010.0	Mama Ramen Beef Flavor	Mama,Thai President Foods Public Company Limited,มาม่า	mama,thai-president-foods-public-company-limited,มาม่า	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles	Thai quality label,Green Dot,Thailand Diversity & Refinement,For-export-only	60.0	_Wheat_ flour, palm oil, salt, sugar, fresh shallot, monosodium glutamate, atificial beef flavour (_celery_), _soy_ sauce, dried leek, caramel colour, acidity regulators (sodium bicarbonate, potassium carbonate), thickener (cellulose gum), _celery_ powder, spices, disodium 5' ribonucleotides.	Thai quality label, Green Dot, Thailand Diversity & Refinement, For Export Only 	https://images.openfoodfacts.org/images/products/005/206/600/4010/front_en.18.400.jpg	60 g	60.0
52100011486.0	Imitation Vanilla Flavor	Baker's	baker-s	Plant-based foods and beverages,Plant-based foods,Condiments,Spices,Food additives,Flavors,Vanilla,fr:Arômes pâtisserie,Vanilla extract,Groceries	Partially-produced-with-genetic-engineering	236.0	water, propylene glycol, vanillin, caramel color, 0,1% sodium benzoate, phosphoric acid, ethyl vanillin	Partially Produced with Genetic Engineering	https://images.openfoodfacts.org/images/products/005/210/001/1486/front_en.20.400.jpg	1 tsp (1 g)	1.0
52100027517.0	Gluten free chili seasoning mix	Mccormick,  Mccormcik & Co.  Inc.	mccormick,mccormcik-co-inc	Condiments,Groceries	No gluten,No artificial flavors	28.349523125	Spices (including chili pepper and cumin), salt, onion, garlic, modified corn starch, and green bell pepper.	No gluten, No artificial flavors	https://images.openfoodfacts.org/images/products/005/210/002/7517/front_en.5.400.jpg	1 Tbsp (7 g)	7.0
52100027739.0	Skillet sauce fajita	Mccormick	mccormick	Condiments,Sauces,Groceries	New	170.09713875	Water, lime juice, spices (including chili pepper, cumin), garlic, modified corn starch, salt, worcestershire sauce (distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic, sugar, spices, tamarind, natural flavor), sugar, natural flavor, yeast extract, citric acid, and lactic acid.	en:new	https://images.openfoodfacts.org/images/products/005/210/002/7739/front_en.5.400.jpg	1 Tbsp (21 g)	21.0
52100027746.0	Skillet sauce	Mccormick	mccormick	Condiments,Sauces,Groceries	No gluten	255.145708125	Water, sugar, soy sauce (water, soybeans, salt, sugar), distilled vinegar, molasses, modified corn starch, garlic, bourbon, spices (including paprika, ginger), salt, yeast extract, lactic acid, onion, natural flavor (including smoke flavor), citric acid, and xanthan gum.	No gluten	https://images.openfoodfacts.org/images/products/005/210/002/7746/front_en.3.400.jpg	0.25 cup (64 g)	64.0
52100034911.0	Taco	Mccormick	mccormick	Condiments,Groceries	No artificial flavors	28.0	spices (including chili pepper, paprika, oregano), corn starch, salt, onion and garlic,	No artificial flavors	https://images.openfoodfacts.org/images/products/005/210/003/4911/front_en.12.400.jpg	2 g	2.0
52100034935.0	Mild taco seasoning mix	Mccormick,  Mccormick & Co.  Inc.	mccormick,mccormick-co-inc	Condiments,Groceries	No artificial flavors	28.349523125	spices (including paprika, chili pepper, cumin), salt, onion, potato starch, sugar, garlic, and natural flavor,	No artificial flavors	https://images.openfoodfacts.org/images/products/005/210/003/4935/front_en.6.400.jpg	2 serving (4.5 g)	4.5
52100037639.0	Simply better chicken gravy	Mccormick	mccormick	Condiments,Dried products,Dried products to be rehydrated,Sauces,Dehydrated sauces,Groceries	No gluten	340.1942775	chicken stock, modified corn starch, natural chicken flavor, potato starch, salt, rice flour, yeast extract, natural flavor, cooked vegetable stock (celery, carrot, onion), chicken fat, spices (including thyme, black pepper, celery seed),	No gluten	https://images.openfoodfacts.org/images/products/005/210/003/7639/front_en.5.400.jpg	0.25 cup (62 g)	62.0
52100037646.0	Simply better turkey gravy	Mccormick	mccormick	Condiments,Dried products,Dried products to be rehydrated,Sauces,Dehydrated sauces,Groceries	No gluten	340.1942775	turkey stock, modified corn starch, potato starch, salt, rice flour, turkey, yeast extract, natural flavor, chicken stock, onion, cooked vegetable stock (celery, carrot, onion), chicken fat, spices (including thyme, sage, black pepper),	No gluten	https://images.openfoodfacts.org/images/products/005/210/003/7646/front_en.5.400.jpg	0.25 cup (62 g)	62.0
52100038209.0	Chili Powder	McCormick	mccormick	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Condiments,Vegetables based foods,Culinary plants,Spices,Chili peppers,Garlic and their products,Spice Mix,Chili powders,Groceries	Kosher,No GMOs	212.6214234375	CHILI PEPPER, SPICES, SALT, SILICON DIOXIDE, GARLIC	Kosher, No GMOs	https://images.openfoodfacts.org/images/products/005/210/003/8209/front_en.17.400.jpg	1/4 tsp, 0.5g	0.5
52100096902.0	Au jus gravy mix	Mccormick,  Mccormick & Co.  Inc.	mccormick,mccormick-co-inc	Condiments,Dried products,Dried products to be rehydrated,Sauces,Dehydrated sauces,Groceries	No artificial flavors	28.349523125	salt, corn starch, dextrose, hydrolyzed corn gluten, soy protein and wheat gluten, beef fat, caramel color, onion, corn syrup solids, garlic, spices (including black pepper), celery, sodium carboxymethyl cellulose (thickener), sodium caseinate (milk) , natural flavor,	No artificial flavors	https://images.openfoodfacts.org/images/products/005/210/009/6902/front_en.9.400.jpg	1/2 tsp (2.5 g)	2.5
52100106199.0	Brown gravy mix	Mccormick	mccormick	Condiments,Dried products,Dried products to be rehydrated,Sauces,Dehydrated sauces,Groceries	No artificial flavors	595.339985625	enriched wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), wheat starch, salt, onion, palm oil, beef fat, caramel color, hydrolyzed corn gluten, soy protein, and wheat gluten, corn syrup solids, sodium caseinate (milk), spices (including white pepper), dipotassium phosphate, garlic, natural flavor, disodium inosinate and guanylate (flavor enhancers), extractives of paprika, and yeast extract,	No artificial flavors	https://images.openfoodfacts.org/images/products/005/210/010/6199/front_en.6.400.jpg	1 Tbsp (6 g)	6.0
52100302461.0	Original taco seasoning mix	Mccormick,Mccormick & Co.  Inc.	mccormick,mccormick-co-inc	Condiments,Mixtures of herbs and spices,Groceries	No artificial flavors	680.0	spices (including chili pepper. paprika, oregano), onion, salt, potato starch, sugar, garlic	No artificial flavors	https://images.openfoodfacts.org/images/products/005/210/030/2461/front_en.17.400.jpg	4.5 g	4.5
52100326283.0	McCormick	Mccormick,  Mccormick & Co.  Inc.	mccormick,mccormick-co-inc	Condiments,Sauces,Groceries	Kosher,Orthodox Union Kosher	340.1942775	Sunflower seeds, soybeans, textured soy flour, rice, onion, carrots, canola oil, red and green bell peppers, salt, sugar, parsley, barley malt extract, caramel color, natural and artificial flavor, lactic acid, yeast extract, disodium inosinate and disodium guanylate (flavor enhancers), and fd&c red #3.	Kosher, Orthodox Union Kosher	https://images.openfoodfacts.org/images/products/005/210/032/6283/front_en.5.400.jpg	1 1/3 Tbsp (7 g)	7.0
52100342450.0	Paprika	Mccormick, McCormick Gourmet	mccormick,mccormick-gourmet	Plant-based foods and beverages,Plant-based foods,Condiments,Groceries	No GMOs,Non GMO project	240.0	Paprika, and silicon dioxide (added to make free flowing).	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/005/210/034/2450/front_en.8.400.jpg	0.25 tsp (0.5 g)	0.5
